items,location,session,images,clicks,impressions,conversions,advertiser,category
COFFEE MUGS,Dumka,13,http://lh3.googleusercontent.com/aegpDgp96mnTOEWmVs3kfRyOWptuqRIwj7isU6kNfxrscAvpqiu3g1lkfHlMy4BXBkLOvpewGuGngl3F08nlykAC9-Tz,964,27316,61,761,kitchenneeds
NEW BALANCE,Dumraon,2,http://lh3.googleusercontent.com/1vKWGjkGyAyuYy-oivtvk4Zo5T93VufGs6wIuPhJCfA8Efjqs7liPhIrBd2a3kUXCroVl1UNhQZK4cOUFPcn_a3YuExM,999,68905,59,64,shoes
10400 mah,Durg,3,http://lh3.googleusercontent.com/8cliemkC6PIEDjdXatMRo_2AF3JHRVFCuC8ngYOlya77og83ZdoeIFa9sSiOAAs1bU8rxEhA0c59ovFc2m7hI_8KpbSTVg,144,18222,47,258,powerbanks
Bata,dubai,1,http://lh3.ggpht.com/G5iIM9O5zsv3k5pUw--kmWlJrWmFabutREB6TKmDulg1PLYWYDMfA0_GEvpMrGg9jwDuf62QaAo8mX39lDUEFmv60E7MmTI,835,95291,13,464,shoes
AUDI,Eluru,17,http://lh3.googleusercontent.com/WRCO5XnYMfBGgnoozGluVYymSkQQrXpcCdakdaXzJaARFgnbfUxGTAmLioGSBJtPVBNQy3cbrHEx_MpQgmZ7201uFkgi,17,6346,2,85,automotive
AUDI,Erode,15,http://lh3.googleusercontent.com/UFovwpWX-9KQP5VW37c2lJ7aYqrgnOkPay-aJQ7OJDq_3R-HqL5eCW1d8rRL9ld80KD66xy2uncO05i_q9cyKDm9DO07Ww,935,15231,49,1,automotive
jewells,English Bazar,6,http://lh5.ggpht.com/vAn-6CuS62rissrBZcQs-JbaO70wnOp4SFp8mhKl2v1aeGKOQaUMWLNMwPZMgBfCjFQ3xoaz8MjxJ2eQe7DjZWxjnEK7U6Q,717,66393,63,42,jewellery
jhonson baby shampoo,Etawah,14,http://lh3.googleusercontent.com/bgR1V7BZyw0zu18j_H5129k3rQHpoSzr4Ybhl1fNBFzSAHnexJt0vz54X_FzgBjQD2HeMb8RosKdmbw5OHVR1MOxFbJ0Pg,78,93547,92,846,babycare
teddy bear,ealkiue,1,http://lh3.googleusercontent.com/el3zIru03ocUc38fe9CXwKiooiW6ewVmfWjTbzoi3-TTS6AZsKSVDdqYXdCbZMKWQSx71glnDndQjQVMRDAsN_yXzM99,869,80790,78,752,gifts
SKODA,Faridabad,3,http://lh3.googleusercontent.com/N_NcP4b_YQMY6Dp58Zih2BaETprdzx8V-Cv-3a-j8gRGewtwDdSUPbADXMECuI1NVDcRhRvayVmUd3izn_rZ3W9otSXKcKE,522,82210,43,86,automotive
VOLKESWAGEN,Faridkot,19,http://lh3.googleusercontent.com/FzZgiaMVJFurfNvklmlx4PBIzcWmzYcigF0jDYkVgZQaIqWfOkrMpP-ridHEckEHuicxoJFkubdvUSnDNYsetoubvhwU7w,984,80290,34,902,automotive
AUDI,Firozabad,6,http://lh3.googleusercontent.com/Rl_j4AsZSMCiB2oRaHno-sgFoImcmVBMOv5SXWaW1Owfk-GEPVrrwV4R698FrEshFkvauEc7wunuUTbe832zbtdArSWG,137,76100,33,365,automotive
fasttrack,Farooqnagar,10,http://lh3.googleusercontent.com/gWDRepzV9tNydezrFwlNYzhbO9FJohW6_a74rROmyuf56cJcOm6SmCqs1wf43-x1t7zIFZSncecZIpHFTj2ZK1Nx5wI1Xiw,985,7087,45,720,watches
teddy bear,Fatehabad,12,http://lh3.googleusercontent.com/Z-Q55FfcI8rhb82khawyPuOLdJskgMgFfwh2jaGNHs5VFllImETyZbCciNRG1vBvDaoF6faowa0ZgS9pfIrvnkmMOZYDsQ,718,19055,70,904,gifts
CELLO,Fazilka,4,http://lh3.googleusercontent.com/9ZQ1LO54Snh1BKGXGlxIB-MvUCnozvdZh1nllprDSNdc8qruECX8LfZgPefEkjmd_MT2Hm_aCHhwRIwSinhTxj3xtILzB3o,133,50768,91,771,stationery
ARIAT,Forbesganj,11,http://lh3.googleusercontent.com/ATagWw3TWUkBQyXtThmXUgEw2lqwm8DJOFWglM34cQFzHAud6ZCvi1_77uFxKfNyNWyHdNRoxBkCzNYFajYkg3Edl-iDaw,742,7549,70,613,shoes
NEW BALANCE,Firozpur,12,http://lh3.googleusercontent.com/_n2bwGt6h0mQ8QK9VmqRIL-Ntf2iE6Daz_NBr53acWBo37Y-gBcgQiLun6yluZBWH_J_-DggldI-SAG5VfnpP6HL8vZu,808,55292,37,729,shoes
COFFEE MUGS,Firozpur Cantt.,19,http://lh3.googleusercontent.com/i--fpMnUq0GCYa3hWFbnvCRvrHiQB0wzBPTYU_Y2cI4vuhP6l8uccfBMOgTzNBccnUvOZNnQVgwuOa1LRNNqkyRiFYEy_Q,205,72284,5,888,kitchenneeds
SKODA,Fatehpur Sikri,5,http://lh3.googleusercontent.com/2Y3Qcrzk2Ns88CAlnVh36fD8WSR6P0EKh1vyL8-iIr4ZYGSRqfoseI-KIoG0w9S4Vh7E5F3H8gzA68eBWYbZIdOxjA1U,173,70218,16,632,automotive
barbie girl,faxiabad,8,http://lh3.googleusercontent.com/d_jKIeqUYBoP6g3QnJMDdCfRNAseGPgBYZQM0yQx50J-iMVhP1c8-dd3j3fBd4tO8h6ICWJVNc9d6G_ejpy-Rx55erSvpg,546,87315,43,624,gifts
golden xiaomi,Gadwal,4,http://lh3.googleusercontent.com/hmNxIPJUTgSqr9GPWyUlMyMYb3M3gsRx4B0p4QMeTAwFJYqssms928aj-QGHhPzOFi6zQRzo_wfvY7YzUcqzlrBoIHISZw,905,34207,81,415,powerbanks
jhonson baby oil,Ganjbasoda,5,http://lh3.googleusercontent.com/HZlwdoaqmE_qH3XEn7cDjZL7bKowNiNQre6ng7yo_ZW6Afws6prSUBw5fgxrkS4V9B44b_gG6C13Ycvcv1Q4yh5II37fzRc,592,13502,41,565,babycare
COFFEE MUGS,Gaya,16,http://lh3.googleusercontent.com/RK20npWMyNMUcRdPve9JdmET0wkz6LjhrltD_LHDfpPDuAvgixonEJlKteAiPjjmdlFdlNhh9jQzEaCIAUQI0RJr7bvBAA,3,31037,64,58,kitchenneeds
COFFEE MUGS,Giridih,3,http://lh3.googleusercontent.com/F8tZTA2bpYRX5OZFgeO5aeSwucSAxgMST_kaas8mcuff4HLJ7Jo7hT4lbVwuHYj18DUHbkA9X9YM4TrPXFFK2SnWdjK9Luc,311,37542,88,999,kitchenneeds
NATRAJ,Goalpara,11,http://lh3.googleusercontent.com/TQ1pU5jE3m7x15U0naZi9qHQnrfEwUovECfZJZs3gY2j3Tg6QunqLzNaQOZvgM7k1de32cpDjzCRE19a4RElKyfFX7xagA,396,53647,48,317,stationery
COFFEE MUGS,Gobichettipalayam,7,http://lh3.googleusercontent.com/OK1a9AToI336wAxYA80OXG7dl-yxYZQJVrQ8Lyuns8RgyhJB0GmNnkhoQckLJLmNKDvK_FdeO5S1T6L3m3RSa4fefLcwZg,246,97557,42,51,kitchenneeds
greetings,Gobindgarh,13,http://lh3.googleusercontent.com/Waozk10rDp46-Y-r0R_nDoC_qi550QQk7yADYaRaGV8DDi2l4NaNYFSet25B52eyeSXxPVThf2vwueluhHF9Z21AqGmGhg,299,85020,82,698,gifts
SANITA,Godhra,5,http://lh3.googleusercontent.com/QgNAXyuKP_dFXwYz2ZRscL_Fn7DWk41V6e1lTGRt9O0rhK-ZsNSnI001iXzjLl74FwTilGwl6lOK--aiaCQyG6kRqQWhQw,1,47792,97,593,shoes
SANITA,Gohana,20,http://lh3.googleusercontent.com/ZuzzVhdLq43YKEYs_4waJ5D6pzviDxNYEpruZfvOlXskkNmifmA6k9syalyVQisLl6zw0rho6bdwSCfHImlvyWQmPSVU,877,64899,58,324,shoes
CLARKES,Gokak,2,http://lh3.googleusercontent.com/YZrsN_1trFvkvPxvUWk5qxJUvlIS945XwkZ0OdvpaFzUYWgosJnaCmt5O4EPqnegbO45M_DTdmrZAZGAFpWVMtBgyoMc,873,15380,15,800,shoes
CAMLIN,Gooty,4,http://lh3.googleusercontent.com/yklnAOATZKHgegGjVWKmOOO0OJrKGR1nJmAACe_P8Jg-KrF27XB1fPR1MefopS2o_1OagDa3veSeIn3gfnqzQNjDAjicWQ,901,2754,14,225,stationery
MAXIMA,Gopalganj,11,http://lh3.googleusercontent.com/sCYXOttWyM90k_Ecl02SQHyOI4N0ExQaea30DPwsxrZswVhiUe57ffs6VSQ4UZmuagzeD_W-3MyXRm9EeQnfU_WRFbZXaIA,842,89218,60,66,watches
NEW BALANCE,Gudivada,6,http://lh3.googleusercontent.com/6pytlYiGtPPPrUdDOKDqlhYgbru0vb8f6rMEdleLFlyE4cpyM2tXT9nIFVBExhLcGypc0-pTeZ4lLwG6JKittWk255OMPg,422,12618,56,239,shoes
MAXIMA,Gudur,11,http://lh3.googleusercontent.com/a8XHBHeRg6RuQdvek5jAVDax-ct2LoVywgSSn61f1obP93P_bkvjy__XV8misT6Iw7-Mahsi66qLtJn8g7DIJTE2u5op,945,77232,43,212,watches
CLARKES,Gumia,16,http://lh3.googleusercontent.com/4BqVUQd9Fel1OkfMvWaMoBmALWr5vPHrUupssiGKOezxxkbdItAp1ZnZ1q7hWXhQULMYaa3MscQJC561pnBH1HZxBiUfYfk,487,52595,9,131,shoes
ARIAT,Guntakal,7,http://lh3.googleusercontent.com/wjL0m2wJlVqXjeNciid7-Goinp0DSTJ95O2K6MlESkA5LC4kSwEEqxpr65UHJ4e-TGn73I7gk0NTsgKiaLjJRGkO00odqw,773,27164,15,804,shoes
jhonson baby oil,Guntur,17,http://lh3.googleusercontent.com/7HM7Tlo45_EEv2AnCuOZA8Z0FVlyN46c2l3nW4id30mK1TPpq7CA2FayRECMPm5_Qzu9RY_pPOwY9-Hp8gaowZRzOqV3-g,863,65976,97,459,babycare
SANITA,Gurdaspur,14,http://lh3.googleusercontent.com/_4NMfdJs6KpfPzWLtY8B1d9udb_5HHjtCgBfb2kvej4IZuOyzZv1_g5S-duuFGTS8VUoIeaiZevjAklnOkrUztxozg3E,479,18533,48,140,shoes
jhonson baby oil,Gurgaon,12,http://lh3.googleusercontent.com/DtsHyBBOl85bfjDVPZhR8G4VDmiiJpEwbArO0VKMhqJStcipyx26YRnuoatO7VIBV4fH5Dqr2bM3T1qRb1AVL7PHmthteg,528,37824,34,953,babycare
jhonson babysoap,Guruvayoor,14,http://lh3.googleusercontent.com/rlm9QwgKMQ6_86FMlEmQmvBiGsZRXJd9RN6qBCfe1lSijq6oIwa1C-jTg8Ebo5trLcf80VnqzS3iRyuk3FjP5FjE5vMFCg,731,99177,1,892,babycare
teddy bear,Guwahati,18,http://lh3.googleusercontent.com/cJeG0ScwcXPjs2JO7C0JFJU438jqRPqvKWR1ZxGC6Qg2swVxCLynY4pMamLH4D3I7i-qbtfSteOdwKz4NCIqUFUVOLndjGQ,921,80795,89,804,gifts
SKODA,Gwalior,3,http://lh3.googleusercontent.com/UFB6edzbQv5kzA12qYrik2i69wHI-BFltJCoI32h7PlNbXlHMcMXMsSkyqe5wmF4Z_rqWY27Djzn4l2qRiP5iW0Jrk5z20Q,248,47392,45,819,automotive
jhonson baby shampoo,gangtok,15,http://lh3.googleusercontent.com/eACHD4MHA7vv33Ftw7n4vCspZQaqjb0HYSr1wKZV9RdR5Md7nd1IxgKhvvD0e86Edd6Mr8azZAaG-APk7jDNlwWJpIF5,201,37001,80,528,babycare
AUDI,Habra,14,http://lh3.googleusercontent.com/h7CTKuneFaFlKC2m9qZIl2IL1lpMBmSk46qmT9bs47z0ZgTMjJM6qwDm-8q_g5HdQF5NbVgI3jLA0O5u8OGBXn3c5GkVcw,413,22805,48,91,automotive
NOVA,Hajipur,20,http://lh3.googleusercontent.com/LeI2RWFmpR-uGA4Xo_wj1f2fVEQ__5FRG_hy6zZ7e__nI5wJPAdPh3K0-wzR8Mhj9ThoCQzqcMx2wwDgdJcjfFjGBnLE,273,28364,26,971,trimmers
CAMLIN,Haldwani-cum-Kathgodam,10,http://lh3.googleusercontent.com/sP8tpNywKhFdyOoZ4i675wSb4CHkrLkoeXFT4tbyphlTOTbyOiO4tQP9mY4xM_HIGkoFLxr4PUYhsrChgghctSl-C1ua,324,56236,47,662,stationery
ARIAT,Hansi,12,http://lh3.googleusercontent.com/lmu4eRTCu8kztWnAs24FYIfwUCHws3hltYaLrISohOR895KmxhhhZeeDQu3fYarfW3e0CSoK_JpeIqk0afDrmvyH2m7RWFk,406,36541,44,968,shoes
SANITA,Hapur,11,http://lh3.googleusercontent.com/UuScaKO5VcmfYf45YKRsjc7p-d9A8UbncvxzOCGCA-3AQICX2B-sTq04oNwcuYXyQ6rrVhcWgfJoYXQMxPavZJUjNHCV,558,44300,10,415,shoes
CAMLIN,Hardwar,4,http://lh3.googleusercontent.com/iz27wJ17O6ivu4Nj2ERbkKT4ZFYDdmlw1k-bU8cBxo_iPTtYJbQjmwt-g5HCfffyA96jAnvOk5bbThjtihOzmZf-Q7b-,952,88064,15,868,stationery
SKODA,Hazaribag,18,http://lh3.googleusercontent.com/U2gydI4H7bGXuL89y6jn6ffh_jPz2dvZIcgcDRr6EJMSO9f-FnpbzpkEGTkXeylQqcLi5OM1hobPrLtzEl9nRqD-0F5Z,746,61212,76,490,automotive
NATRAJ,Hindupur,18,http://lh3.googleusercontent.com/i3M4tCgmgowwxxr5gmNArU3znxh8BR5rU7hCFKDAtnSRobOm4o7GT0OPfvLlPFkT1lad_qxWkR7W0Ra8_fRdcABG9lKalGA,10,8893,25,367,stationery
NATRAJ,Hisar,4,http://lh3.googleusercontent.com/1ZplpXICmQd8sV4kyP2HjKI5Msyr_ZSWqKsq1lVPy-BakbgyOz_qmjnTWnJ5tE40IYeq9rgAE7pvzjZ7ol7752uqxRFE1M0,100,41521,81,574,stationery
CAMLIN,Hoshiarpur,1,http://lh3.googleusercontent.com/q5kS4Py27gpqbJYVSzhe8F629hpew89OQfgUrIzSp32rBHWkyNY92qhHXQPLcDoqdco5yRb8qeqVoI_X8Kp_gu9Z_Td0,366,7966,65,515,stationery
CAMLIN,Hubli-Dharwad,12,http://lh3.googleusercontent.com/z4ZEUZYY_MjtqrpnQ88EpNqGIMkVkmJynQGtrQtezdwtC_xqczJ7l9FMQKH5Ha-2fslSe75ZP594yvRbgCipwBIml32f,98,95410,93,861,stationery
SONATA,Hugli-Chinsurah,9,http://lh3.googleusercontent.com/v5ubIWh-dShbeKmrjbbm8sR63DzEOpbsm5PzTvQ85eJT1j1DmawhQLttlXe599Bof6LbLSQbopxfIOfHUjJxnQVcuvCTWB4,529,41119,63,243,watches
COFFEE MUGS,Hyderabad*,15,http://lh3.googleusercontent.com/ha_VWIpoyNwgHWc5ODsh11eEu6EaYvt7PuEt92j5bIvHfjJcrv2FYp7xC9MoFiPq3cqGNJXKtvvudb2iQImmYd-O__w-,116,85687,27,679,kitchenneeds
greetings,Hardoi_*,19,http://lh3.googleusercontent.com/jZd6-9h7PWrHxJ9y8Jg5fnHTKyWVqiSSm9n8ccpATe_Ccpk2GkBOMqiSN2jmYS05pgE2cI33oPHTFTyVlvXRJc8BENIY,918,41131,82,22,gifts
CELLO,hynda,8,http://lh3.googleusercontent.com/Gl36iOnB5PbPK3BOYVTyppH6EoLKCWCaUiOyhDShLjKd_Ce1jpkL5lcJtF8nKbocuEWBTKeayqY_3S1z_rXf2iU3iH2fxg,150,46058,26,61,stationery
COFFEE MUGS,Jabalpur,10,http://lh3.googleusercontent.com/AmxO2Y8RgL7Cvus5BPK3lSDjQ1JfbemGfv4yaTjVRIlNDKdWKXTxOUOZ9OwKJ5nbS5x1QhJTyGS7QqvU9YuqhdyOFSqI_w,838,54319,4,942,kitchenneeds
VOLKESWAGEN,Jagdalpur,2,http://lh3.googleusercontent.com/IJUHQb-P7-MjLTT2siiSHNbLfd52bSkqnHrPb8FuFAjQn3BejoYxulFt5PoCFJKkZ3-46Com-mLqEs31GLCsEmx_QLihfw,111,65791,18,701,automotive
CONTAINERS & BOTTLES,Jaggaiahpet,20,http://lh3.googleusercontent.com/4LcODDT55sECYlFyV3vmCeALfFxtPXvu4yQxMYXps_Hu40xkT7fkcFcWRJUiIui9R62Aeqs3c8viTfNAIdKN7GmQFdkD,165,3937,24,38,kitchenneeds
NOVA,Jagraon,19,http://lh3.googleusercontent.com/CYgx8Ntj9_A_0S15hLhZ-CgdNlroXX26MZuiDOQYoBIWkA_SwIfele72C5IU6Fo0KbC2m35PiUCUNbdli82dZgyXVkEYQA,646,30534,12,233,trimmers
ARIAT,Jagtial,6,http://lh3.googleusercontent.com/0AhDqlKrvB0GXI-lP-u2kw9sAn7Zq6XAO4xZ1k4KGhZ-zAb1vkTUdznez8u1bCY7bkaLjjLo_WBgr9FiRkEXrUMisdYvew,661,31727,38,555,shoes
COFFEE MUGS,Jaipur*,8,http://lh3.googleusercontent.com/9y8iWZ_W5svioPI2vK0-2Sm-gBTg0dxs-lxFqWxBOZ0dYgqxIBZSMhV0HR3hDYq5a2gL4EN5NKzZs7EpGsJvRCEGaLWu,124,17263,25,896,kitchenneeds
SANITA,Jalandhar Cantt.,7,http://lh3.googleusercontent.com/fyWonFDBj8n98LovGkyLWgTT8CnW_KEPDHI7zKUW2WNFCWAOO0qrkXGsmRMLKOYPTbuRZ-R9dElFVw7Xz2Y1uQYfMfSK0g,756,54878,6,927,shoes
CLARKES,Jalandhar,17,http://lh3.googleusercontent.com/jTdaeCPtmGUY7dwsToIrw8w1Lt81nKX-eeupFja3AQTFjjOFiAXDQguezrPWiBFY8Yzp4pdxwAk4Vmxx0oxbd0obrUox,575,88726,30,714,shoes
greetings,Jalpaiguri,20,http://lh3.googleusercontent.com/xEK27BLVakommffKmfNE9iQ8BpsP14vByv2_PWs1m4-_SIYapz1XafZvr5jR7VkW3pnhrJE3Ju_d4K-i3cO0YxMSMHfYzg,67,51710,50,496,gifts
ARIAT,Jamalpur,4,http://lh3.googleusercontent.com/lKWSruR4u4MAtRGQMIqa-W6v1OLhy9XJvgpnvLo5i9eBw80C3Syb_AnvUlsmqARQE3KKqaI_da-X9-q7QDY_4ys6FoXEUN4,875,65835,41,289,shoes
COFFEE MUGS,Jammalamadugu,7,http://lh3.googleusercontent.com/QznKWlzaiFSyxUjErmp0fF7auq6QYEfixXgf_YI8CFWrzqizMtd3SJptYMMJ-FeuPpcD_D4i4khZYvSGCBKBnQai0I_pxA,334,22041,2,319,kitchenneeds
MAXIMA,Jammu,2,http://lh3.googleusercontent.com/HVt0i4rRT2ju4Qqg7VAsM_c9jqbqZ7SLCaI4L9t03gO8DHBwXNDCbwX8ahHRns6dVlcMYy2LOIejX221HuYKumkH7FEo,911,81891,65,205,watches
COFFEE MUGS,Jamnagar,9,http://lh3.googleusercontent.com/JEgdTX1YoAFr5v4cX-o5l9un1JwI1TyCpaVW-mEoyBFQ97aadKnESGyJCC5SWmnw9FW5FZlBZt8JkV2Nx-sxbsWTFDCuRg,529,64727,63,700,kitchenneeds
CELLO,Jamshedpur,4,http://lh3.googleusercontent.com/xxFiO-290qJ54FKomnK5FZH0SbWRZ_TqxcpxCy4DgDZQ029MVqhkK_CR_CLle8hlCqT7JjVTgR5ML9cGyIT2JCyMpJRpmg,308,43347,32,450,stationery
golden xiaomi,Jamui,3,http://lh3.googleusercontent.com/Mc8BLSVVVuEiKgRA3lrz3-BQMNL7dhyuujsIwNMtpF6Do9hpV91dvjIBQvHC8E1aSYE0KNhLrpphYzLK3EoAIPrrwmdjIA,339,22991,31,3,powerbanks
CAMLIN,Jangaon,1,http://lh3.googleusercontent.com/UTVbQTQ22coPtXjxYr03OQo4SepO5MMulinYTdYm0lCNk3_Eb70OL4IdYWRwIteiZKnFHLAzNujg7MAXOaPip8Zrr8cafpY,615,71321,51,672,stationery
SKODA,Jatani,17,http://lh3.googleusercontent.com/sDTtZFicFH3C0ejE50TjRxcebpoWmwyDkyUZ4sByB2HYAG-nLKZAaRukBNfUW1OrJyQwLxgZYIICTHfaJD525YsIxkL2bQ,776,93360,27,991,automotive
jhonson babysoap,Jehanabad,7,http://lh3.googleusercontent.com/Jc_PbmBCNRCoshk3w_OZPU5ipNFh1c8sLrlQz2OHBzPxHwkulsAyurtrohSpln-bPRZmL5Jtz2QnYb_pC3Vuq4AJZkZ9vg,194,66873,72,400,babycare
VOLKESWAGEN,Jhansi,19,http://lh3.googleusercontent.com/TbeXsXkqMPJo1n3uOgFNTnOPR8GzbWh463oN3qr2BnjuPUDc0at7udm5zsiYHRgDBiCMZekWmgXeW_OqSOOzUO7wBfagMBk,858,84636,95,517,automotive
COFFEE MUGS,Jhargram,13,http://lh3.googleusercontent.com/_5OKRcimpyQPo5kcuE9GT45J8fwBjn5rxFTn2Rttue5dSbPo7PanMi1r47FlsQkpeV0JLcBlcAqAhzaCr6yrGrrwu-g5,349,1519,43,110,kitchenneeds
ARIAT,Jharsuguda,9,http://lh3.googleusercontent.com/A0dCsuqtsvWM9geTSuPma_qeAHj-KwyXLRgkfNhbyZs0XksffZL308Nw4lsYYp_pEVfFbNcrddJUyD9zD1UZxRSeIKTK7Q,446,20323,90,369,shoes
SKODA,Jhumri Tilaiya,19,http://lh3.googleusercontent.com/oyEh42PUFjNkOUUkcJnOITdvKk_mhiAM8HYL98keXtFRHxBPnyzUHY-zbrzCuOwnuE3j6TogDKt-lCSn4kNXwA83uX1U5wc,607,38141,32,79,automotive
AUDI,Jind,14,http://lh3.googleusercontent.com/oXQj1ZfaU6NOkIAp7xF3LIZWhn0aVmsbVOIJ80BC9m6AwUIZzydY-xzCP3xbL7ZWEymRk0th7vplN0N-DE2lkd7NOhtc0g,925,85957,46,698,automotive
10400 mah,Jorhat,4,http://lh3.googleusercontent.com/nGwNrtiddPWALscq4Y-MUgLSH_pnwLGijaWwAk9WWVvnFOUBLYo4OProxhLNvcZuOuv3vie1f98QVttkI3TOA68yuy3o7Q,157,3828,92,673,powerbanks
NATRAJ,Jodhpur,7,http://lh3.googleusercontent.com/Kd85sAfZ_s5chMm2nMKfwFp4LD9KKDUN_nzkDF1aI7HX8gMGTKz1vDUe68EAd-atmIq2vj7VgA6k9YW2F7zo1igE_b5TDRo,550,43818,96,66,stationery
VOLKESWAGEN,jodha,20,http://lh3.googleusercontent.com/YszkKohNqrtBa4bEsx_knac_zDm02GjkiimnQ-x08TJZJuV19Ogobz6AVtDlYcSuZbFdcbfSlAEDRaQF308_U7N6t5YK,516,30951,48,464,automotive
SANITA,Kadapa,6,http://lh3.googleusercontent.com/H5YkpXdLM4iD-sqkVNY6N9FW3qCFs66E0bcwCLgGlxgwA7Q16nymmTHJEsnLOOatNtico_QFvfnJFnL_QaDbNt_2q5Fc,86,72497,18,279,shoes
jhonson baby shampoo,Kadi,14,http://lh3.googleusercontent.com/_gtp4uDKwUmFnOEfxwJnctw8mCQo8fa7tW2Rn_7ppsAl1l8xFisA1a0SLkd4_X0-0YlZCAJlgxl70hrrwe0zAjhp3as3,428,25368,0,67,babycare
NOVA,Kadiri,13,http://lh3.googleusercontent.com/YJXy0pgTEaS7YCdBdX1qd2imVtXcslJ2FYfhaQp8itZKeQvZqs2_WP_2gG2iSosUht6TemMG9Z8Ujtmr7GySUUzBhyDunK0,702,47107,17,361,trimmers
VOLKESWAGEN,Kagaznagar,16,http://lh3.googleusercontent.com/uquwCZkx1xqvh7j2vsX_t115Xg46WVUyr182UYkeUPaDz1cs3jKL2U6WZszNksTLrR4vNHgo0Ti06qiFVqyW-yqjp_cq2g,13,70336,22,289,automotive
CAMLIN,Kailasahar,3,http://lh3.googleusercontent.com/2qJ4SpG3p30dj_eDXb5O-6DBx62WJHrEdvf9ybz6IXMps7piH084A-2Nya_hOIEVj7vxx_l7m9ny-neCkg9P9nmpuWhCC00,192,9944,14,756,stationery
VOLKESWAGEN,Kaithal,7,http://lh3.googleusercontent.com/jvWHlTsr_RfZOVCoO-9naweG3Hq8HNTXaR0hudffvg9WyxHcQOtQNWzb_kdZX4gsL56uHCCIJy-hF11z8k7ybxpCGbXu,489,73556,67,953,automotive
SONATA,Kakinada,2,http://lh3.googleusercontent.com/aFRyoaVveeQQinJ2jAOL4dZTM_EDY_4XJ9WvQYX71vtg5Iq2EX05C2Uu9ouStkMVHFLUaAUOb6uHeOTquAUJs-0esh77lg,122,73299,81,849,watches
10400 mah,Kalimpong,13,http://lh3.googleusercontent.com/n40Bs_ImDSGetI8_hsjF2qM4M5drbWagMIDzoWXWOEpya4679rtrVZPby_HK-NKLnshKfiniIGTIEaE32P7SScHd_0i-2YA,24,56973,26,473,powerbanks
CELLO,Kalpi,9,http://lh3.googleusercontent.com/0L-1E_osmAmhqXHzocFvktA1AJt6LkEfhUGCiywE8Xwt-mMcy3FFevg_6F2UbkAJugTdxirlrvCU85jNp19qNtGxjGnEZQ,712,7732,5,961,stationery
SANITA,Kalyan-Dombivali,8,http://lh3.googleusercontent.com/bp5ZsMrGETQgkOGJvR_nddb4t6QokhHzmSnt5lKKSMOiSXJ58kUrPiKPpdNH0XsvuzBUWTOru5cYnNAY3LPy4Ei0MoUwpw,696,13623,45,261,shoes
CAMLIN,Kamareddy,11,http://lh3.googleusercontent.com/rhqRQhlQbATfTXgX6m0DKUwjeChc-7fDUK3PWcEcPKe-06FY4t2nkMTc_DQ97Ig7ncXkgif0R1MlVBwSUE6zcSV4Uoan,262,23431,7,925,stationery
COFFEE MUGS,Kancheepuram,11,http://lh3.googleusercontent.com/mPplAVIpPg2_eWYGm7gcg5yM9p8fu4MO1YVe2bRxe0inezWRSG7RItmyXFOWhauXTIfepon6dYDUTWGNork5IxaU8fm6Rw,80,77001,78,614,kitchenneeds
NATRAJ,Kandukur,9,http://lh3.googleusercontent.com/zYOuY5Zz14r3_rEQJLu82u2s-ALiWPZVvsG-qBdrUFmUQeABYS2qv2Q12WN_hqkwSEykLxImrhZ77sPnSEEcnImPzSUqQm8,762,38580,83,821,stationery
CAMLIN,Kanhangad,16,http://lh3.googleusercontent.com/0eeENzaPocTSorv5vvWKwtr-hcP-_tb3N4FmoGgcUu8Z47BiCqh9QpV8fDp3Tg35eUb6Lqx9G9sSvVlKiOocVqY0W4Doxg,28,78765,72,990,stationery
SANITA,Kannur,5,http://lh3.googleusercontent.com/f29-mYI_pBTpeElF19VSYghg8fnoDyblhI89dKQH0RI-uxj_G3hs6eiawh9A-VWzW5lz13zDgnrHIm1lm8uXdQgRFCRC,304,56629,75,571,shoes
SKODA,Kanpur,2,http://lh3.googleusercontent.com/NTLVurJjYBHqVVJo7TNL34qAm3B4cJa3sEMAwZQew5Ec1pVVcQHEnCfIm9zfe0hsndJiXKqK_lMsjxz_WUOv6WpTB8hXNIw,98,53789,67,757,automotive
SANITA,Kapadvanj,13,http://lh3.googleusercontent.com/ENNAV2xlBov-mxuHHbn3mW-yX495x5dJioGCOMT4anqioERrdB93mZcVGh-faeHRaO9ZrhaVB1T2plzLaCpCVB78IuPh-pQ,544,81264,79,997,shoes
ARIAT,Kapurthala,11,http://lh3.googleusercontent.com/2Z_iERSKOva11Vu4--ekbx1PTyDb0Ybl83_IV_tlzZJP0cGNNPQvnMYIRfnJBNegA913wd0dkiURa1FVvtlwjRlYl8lrFg,417,28206,19,334,shoes
jewel1,Karaikal,10,http://lh6.ggpht.com/BkVU-lmPBlC-WW7dAVp5O1I8wCe_wyzxR5b7pPvxnmr_e7pLFX-Bv_uPDcW-V8pGHqZUJ-UFQB2L4NwLogGNSTAE9YM-iQ,324,98913,51,166,jewellery
AUDI,Karimganj,10,http://lh3.googleusercontent.com/nCTHYi98VSfOZxq96xd9222rnUXaGW-jgwkY9s0DWI7sQyAB1NhdnkUJwyTXbSDsQPZiQBibmjn9bfgLPUgk3h8dFJIiG0Q,75,89791,1,670,automotive
